id,code,title,definition
1993515327,XE47R,"Alcohol use, no information available",
185198471,XM0MD1,Methoxychlor,
909557278,XM1EF8,Hyoscyamus,
359275778,XM97F8,Quarternary ammonium anti-infective,
644842172,XH26M2,"Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia",
1210485298,XM38V8,Indandione (derivatives),
872533524,XE6SQ,Unpowered aircraft as mode of transport of person injured in transport related event,
1486037870,XA9ZM0,Phrenic nerve,
2067216480,XM4YG0,Barbiturates and derivatives,
1920694422,XA0182,Mesothelium,
181572985,XN01X,Leptospira santarosai,
1543466494,XM7VB5,Shellfish seafood poison,
1547459717,XM3A37,Gefitinib,
1827417585,XH13L5,Clear cell acanthoma,
1421018391,XY8K,Diagnosis confirmed by genetics,
712192575,XE3JF,"Alcohol use, suspicion or evidence of alcohol use by both the injured person and other persons involved in the injury event",
865032986,XM9UN6,Hycodan,
746637515,XE06X,Folding scooter,
2084017562,XA8BE2,Dorsum of foot,
1033322329,XJ7F7,Burns involving 70-79% of body surface,
1725328867,XA9WN7,Vein of upper extremity,
15834078,,"Other nonopioid analgesics and antipyretics, not elsewhere classified",
1540720685,XH0BE5,Syringocystadenocarcinoma papilliferum,
1734318771,XN5RM,Brugia malayi,
1252453484,XN796,Rabies virus,
345916693,XM3L13,Mercurophylline,
256084579,XE6FE,Bars on windows,
603697435,XH2YP5,"Medullary carcinoma, NOS",
117840946,XM3V06,Aclatonium napadisilate,
696732190,XH0YB0,"Small cell carcinoma, NOS",
783450894,XM2KB4,Ofatumumab,
874764787,XN6Y3,Burkholderia mallei,
827744542,XE1ZQ,Wear problem with device identified,"Problems due to the premature or expected erosion of its material by use, deterioration, or change."
1896331614,XA2HX4,Gemellus inferior tendon,
1144829561,,Implantable prosthetic devices and osteosynthesis devices,
1173667338,XM8AR9,Teprotumumab,
90692387,XM5CA7,Sofosbuvir and Ledipasvir,
182891890,XH13B0,Hodgkin granuloma,
1836607942,,"Aminophylline, theophylline and other xanthines",
993952974,XM2334,Trional,
1441120507,XM4DQ7,Cytotoxic antibiotics and related substances,
2051471624,XM2Y24,Verteporfin,
106266222,XM2KQ2,Arsenic,
1741045419,XN4N7,Staphylococcus lugdunensis,
107652911,XA2J71,Muscles of the pelvis and perineum,
210222114,XM5AB5,Carbamic acid esters,
1291230721,XA85E1,Superficial parotid lymph node,
299617205,XM8F25,Trospium chloride,
214128499,XN291,Salmonella Tennessee,
1107435129,XE8VF,Unpaid work,
863649032,XA0472,Gemellus superior muscle,
1285909913,XN8TT,Taï Forest virus,
1153016464,XM1WW4,Dexedrine,
117981291,XM5ZT1,Aminobutyric acid,
1259104401,XM9281,Bran (wheat),
640506137,XE11T,Building under construction,
1870358327,XM5PW7,Rauwoldin,
1635783898,XH3T38,Atypical follicular adenoma,
142884719,XM0959,Etifoxine,
930431064,,Clinical Severity Scale Value: Stage 1-2-2a-2b-3-4,
124402824,XE4WL,Food storage or related utensil or container,
1865545101,XE3BK,"Type of sport or exercise activity, biathlon - cross-country skiing event",
1357869819,XM2SR9,Retinoic acid,
254881973,XA8LV3,Left lobe of thyroid gland,
14711272,XA2LF2,Upper left canine,
1895161522,XM1AG2,Glandular extract (medicinal),
1741243615,XH6LR5,Ganglioneuromatosis,
1245261305,XA1K85,Second thoracic spinal nerve,
1224050598,XE7A6,Optical fiber component of medical device,A component made with thin glass fibers as a conduit for transmission of light.
1895308736,XM41F6,Daclatasvir,
1064130101,XH2SE1,Intraductal papillary mucinous neoplasm with an associated invasive carcinoma,
1094119987,XM71Y7,Miltefosine,
944042564,XH4KS4,Aleukemic lymphoid leukaemia,
1463830697,XM8YD7,Toquizine,
1824681701,XM4EW1,Lead iodide,
385008871,XM5911,Amanita hygroscopica mushroom,
1187958492,XM4KK2,Bacillus lactobacillus,
1890874196,XM0EP6,Angiotensinamide,
1734520611,XE0C3,Breathing circuit component of medical device,"In an anesthesia machine, the pathway by which a gaseous anesthetic agent and oxygen are delivered to the patient and carbon dioxide is removed. The circuit can be open or closed."
171757885,XM7Y85,Local anaesthetics,
1576774589,XE1V7,Tidal volume fluctuations,Problem associated with the amount of gas that is inspired and expired during one respiratory cycle.
2044502963,XA0403,Lateral canthus,
135749157,XM3077,Isosorbide dinitrate,
1210727602,XH47J2,"Glomus tumour, NOS",
579962461,XM9RY1,Lowila,
336620269,XM9DL9,Chlophedianol,
1290037401,XE9AH,Device contamination with chemical or other material,Problem associated with contamination of the device with chemical substance or other non biologic material.
853714770,XE7KY,Failure to align,"Problem associated with a circuit, equipment, or system whereby its functions fail to be properly synchronized or its relative positions properly oriented."
1912858669,XE213,"Context of assault, sexual assault",
1614813762,XE7QE,"Type of sport or exercise activity, power lifting",
687865184,XM3WW4,"Ethinylestradiol, ethinyloestradiol with levonorgestrel",
164801656,XN1ZJ,Schistosoma japonicum,
2096311376,XM1TP6,Undecylenic acid (derivatives),
1215068013,XM9PF3,Alfa1 antitrypsin,
899576709,XE0JH,Car as counterpart in land transport crash,"A land transport motor vehicle designed primarily to seat no more than 9 persons, including the driver designed primarily for on-road use or so as to be registrable for on-road use. A trailer or caravan being towed by a car is considered a part of the car. Usually four wheels."
1151849542,XM0YS2,Tiamizide,
1441846330,XE1X0,"Infant or child product, play tent, tunnel, or other enclosure",
1787048711,XM8ZM1,Technetium (99mTc) compounds,
256856976,XM9FP6,Ichtasol,
517708502,XA4G22,Superior rectal plexus,
1558536161,XN4NV,Mycoplasma pneumoniae,
1715546546,XA3P46,Muscular branches of the radial nerve,
1292092042,XN6P4,Escherichia coli,
753139695,XM0GR5,Vioform topical,
167556034,XE4NN,Impeller component of medical device,"The rotating component of a centrifugal pump, compressor, or other machine designed to move a fluid by rotation."
864674205,XM8TE5,Brake fluid vapor,
1180588142,XM7022,Nadifloxacin,
1557327254,XH6W94,Gigantiform cementoma,
1725619227,XE06P,Button,
692219530,XM0KT0,Benralizumab,
1467458037,XM2R17,Cyamopsis tetragono-loba,
595398409,XM51S9,Diethylstilbestrol,
1638480717,XE0VB,Particulates,Substances that consist of separate particles that are introduced by the device during use.
1028423735,XM3ZP5,Ethenzamide,
1873653802,XE7SS,Lack of food,
1893819190,XE1WE,Material erosion,Problem associated with a progressive loss of a material from a solid surface.
1962940354,XM4HZ4,Salt-retaining mineralocorticoid,
1562387946,,Photoallergens in preservatives or biocides,
489842668,,"Basal cell neoplasms, benign",
879017037,XE5C9,Other specified sports and exercise during leisure time,
298272256,XM23B6,Mupirocin,
519297294,XM1WZ4,Valmid,
1424808612,XH3BK2,Glandular papilloma,
1318332346,XT0T,Duration of pregnancy 20-25 completed weeks,
2035369899,XH0219,"Cystadenocarcinoma, NOS",
403137061,XA3F81,Pudendal vein,
1289879868,XA1AA8,Cerebral peduncle,
1298102375,XA2L55,Extraspinal vein,
1545015518,XM1V98,Thioproperazine,
1072544956,XN71W,Human immunodeficiency virus type 2,
406175383,XM69G3,Sulfachlorpyridazine,
947890362,XN4CA,Dengue virus,
777843838,XE5A0,User input device component of medical device,A component that uses a movable handle to create two-axis input to a computer.
1463088494,XM4RF4,Glucosulfone sodium,
958273163,XE60T,Inadequate physicochemical properties identified in device,Problems that occur due to the physicochemical properties.
1329270473,XM8T13,Antimetabolite,
1182410058,XM4LM8,Acetaldehyde,
2022157810,XN1FQ,Fusarium chlamydosporum,
792931693,XH2Q13,Clear cell adenocarcinofibroma,
1799284202,XA7EC2,Musculophrenic artery,
100913680,XE5KE,Low readings,Reading provided by the device is too low or lower than expected.
273680488,XM4SL9,Oxycodone,
334857556,XM6X56,Enalapril,
1938563320,XE7W8,"Controlled fire, flame, not in building or structure",
1514597638,XE5KC,"Type of sport or exercise activity, jogging or running",
2103012470,XM1GT0,Ornithine,
1776232310,XM3AP0,Cyclohexyl acetate,
245438847,XM1QY7,Indole derivatives,
1108671994,XA5VZ4,Supraspinatus tendon,
1727910659,XE2DR,Other specified bed,
951015858,XM7TF8,Lisinopril,
654254030,XM6CK0,Ethoheptazine,
1789671389,XE8MT,Failure to recalibrate,Problem associated with the failure of the device which is unable to regain a standard level of accuracy when performing a calibration procedure or process designed to assure the accuracy and proper performance of the device.
854746549,XM00E9,Toluene,
899856825,XH29Q5,Pilomyxoid astrocytoma,
979767041,XN9BP,Cryptosporidium parvum,
1736699377,XN53F,Coccidioides immitis,
581347778,XN602,Listeria monocytogenes,
1829987274,XM3DH4,"Tartrate, laxative",
680661992,XH0T12,"Infiltrating basal cell carcinoma, non-sclerosing",
148866035,XE6UT,Lubrication problem identified with device,"Problems that occurred because of the presence of either too much or too little lubricant where required (e.g. connectors, leading to failure mechanisms such as corrosion)."
515283765,XE76W,"Previous suicide attempt, No",
2122233748,,Tumour spread staging Scale Value,
358045290,XH2SD0,Adenomatoid odontogenic tumour,
1397523774,XM3215,Temazepam,
52136665,XM0345,Sodium chlorate,
748495942,XM8SN3,Trimethobenzamide,
742618907,XM0D87,Hydroquinidine,
1156065022,XH5M82,"Urothelial papilloma, NOS",
1366477458,XM7DB8,Turtle seafood poison,
320261065,XM48A5,Sulfuryl fluoride,
1011867415,XA1SM5,Palatine vein,
152457189,XE3CZ,Secondary school,
1801798529,XM4XE9,Fluorocytosine,
30822156,XM69D6,Oxcarbazepine,
1453523784,XA7BY4,Gluteus minimus muscle,
266150789,XA3EE9,Obturator externus tendon,
1930809414,XM5174,Cyclamen persicum plant,
792647857,XA8577,Coeliac artery,
60855142,XN2V4,SARS-CoV-2 Eta,
988309320,XM3W40,Meclofenamic acid,
1512509912,XE9KN,Quad bike as counterpart in land transport crash,
542904305,XH41C5,Angiocentric glioma,
4961075,XM95D5,Primula plant,
895211417,XE4BK,Chassis or frame component of medical device,A supporting frame designed to hold other components or devices such as the internal frame of an electronic device.
857969509,XM8TQ9,Amoxapine,
1407198740,XE9Y8,Exposure to explosion,
1196650747,XA6H07,Heart,
1873136010,XA5ZK0,Abductor digiti minimi (foot) tendon,
1385726880,XA2KA0,Brachiocephalic trunk,
231661519,XE983,Molten metal,
1889764594,XM4F54,Sulfomyxin,
785194408,XM3DA8,Tetrachloroethylene,
1715406755,XM1KZ5,Morphine,
583508484,XE548,Failure to run on battery,Problem associated with the device failing to operate when not connected to a fixed power source.
1255517688,XM8T28,Hydromox,
2061604265,XM9FY5,Agents predominantly used for gastrointestinal disorders,
876349035,XH8R56,Mycosis fungoides,
1733459676,XM38T6,Scammony,
2064596730,XE3B8,Device difficult to program or calibrate,"The device is difficult to program, calibrate or set to desired state, even by appropriately trained user/operator."
361668962,XM6882,Lepiota fulvella mushroom,
1890998095,XM1535,Aloxidone,
1475836142,XS5C,0 No problem,
644503649,XM2WY9,Iproclozide,
2008137384,,"Blood vessel tumours, malignant",
148674401,XA13N1,Volar metacarpal vein,
1701249251,XM6W91,Galerina fasciculata mushroom,
1604770781,XM1021,Caladium bicolor,
1953208837,XA2PV7,Connective and other soft tissues of lung,
1706402090,XH2MP0,Primary diffuse large B-cell lymphoma of CNS,
467518953,XS7F,Grade 8,
446130410,XA2L90,Serous fluid,
941774610,,"Meningiomas, benign",
942498692,XM10Z2,Fluoride nonmedicinal,
606208893,XN25B,Acinetobacter,
1827164620,XD97L1,Clinical trays and bowles,
963514787,XE0A7,Oxygen analyzer component of medical device,A component designed to measure the concentration of oxygen in a gas mixture.
627893429,XM61C9,Tear solution,
350154668,XH06N8,Odontoameloblastoma,
325950485,XM6DW5,Iproniazid,
1638458183,XE1CK,Jeep as mode of transport of person injured in transport related event,
128942268,XA45Y8,Lateral ventricle of the brain,
217878595,XM7MD5,Butamben,
209933705,XM0C25,Cefuzonam,
821283472,XA59M2,"Vein of head, face, and neck",
1879768026,,"Disinfectants, antiseptics and proteolytics for medical devices (D. Lgs. 46/97)",
1938827834,XE6Q2,Type of investigation not yet determined,"Details to determine the type of investigation are not yet available, but are being sought. Do not use this code if the investigation is complete."
2091712112,XM3YF2,Cadmium chloride,
1318303118,XM0238,Khat,
463952781,XM4B01,Acetic acid with sodium acetate (ointment),
1819479594,XH4EK4,Endocrine mucin-producing sweat gland carcinoma,
1937443889,XE9HT,Excessive heating of device problem identified,"The device delivered more heat than intended or expected during operation.
This applies to devices which are intended to deliver heat.
Use ""Overheating problem identified"" for devices which are not intended to deliver heat during operation."
51594849,XE27K,Watercraft as mode of transport of person injured in transport related event,A watercraft is any device for transporting passengers or goods on or in water.
1943913834,XM8MM4,Cytozyme,
582244700,XM76E0,Lassar's paste,
77265656,XE8TA,Packaging contains incorrect device problem identified,Problems that occurred because the packaging contained an incorrect device.
1114507629,,"Adenomas and adenocarcinomas, uncertain whether benign or malignant",
1008527744,XM2W24,Loop [high-ceiling] diuretic sulfonamides,
1127114614,XN2MU,Salmonella Stanley,
2135676040,XE0M6,Missing or inadequate safety measures of device identified,Safety measures are inadequately applied or missing.
561315800,,"Myxomatous neoplasms, benign",
1128021215,XA9PF5,Caput medusae vein,
648538052,XK8L,Posterior,
1046469610,XD51T0,Hand-operated ventilation balloons,
322581528,XE9S0,"Perpetrator-victim relationship, grandparent",
1984311869,XM39C9,Abciximab,
630357161,XA95N1,Medial rectus muscle,
802944109,XM8UA9,Cianidanol,
1141614457,XA5KK7,Spermatic Vein,
442747772,XH9ZB2,Adenolymphoma,
499166989,XE5C1,"Type of sport or exercise activity, decathlon - 110 metre hurdles event",
357320992,XE16Y,Failure to auto stop,Problem associated with the inability of device to turn itself off when the device is not in an operable condition.
705795114,XM4XZ4,Sodium bicarbonate,
1013634419,XM4MP9,Calcium acetate and Magnesium carbonate,
174460848,XH1S48,Pineal parenchymal tumour of intermediate differentiation,
826961484,XM6FN4,Lamotrigine,
1489685061,XM5GN1,Alum potassium,
1715785646,XH4CC6,"Perivascular epithelioid tumour, benign",
1079578591,XH9551,Infiltrating lobular carcinoma and ductal carcinoma in situ,
101330785,XM5MQ5,Thioacetazone with isoniazid,
1809122387,XM8G67,Emylcamate,
658007015,XM10R5,Adapalene,
1610684600,XA2KN0,Other and unspecified parts of mouth,
1506687547,XA69Y7,Nerve to the stapedius,
1177006209,XH74Y9,Mixed acinar-endocrine-ductal carcinoma,
370790052,XE2MS,"Cord of household appliance, extension cord",
162211192,XA23R2,Common digital vein,
1855621064,XE8J4,Exposure to fall on the same level or from less than 1 metre,
1269171770,XM9Y50,Tezepelumab,
115154992,XM1H52,Cinnamedrine,
1671415087,XM62Q7,Dinoterb,
1063643120,XH0N40,"Plasmacytoma, extramedullary",
1776736608,XM6XW8,Butalamine,
2050820540,XM6M40,Magnesium salicylate,
510127355,XH8NK5,Oncocytic papillary cystadenoma,
61287910,XA1QK0,Ovary,
289527694,XA5N14,Cerebral lobe,
755476294,XM2M34,Octinoxate,
1349750107,XE3WK,"Rug, mat, loose carpet",
1331098173,XJ909,Simple fracture,
276678916,XM45H6,Stibogluconate,
5647280,XM8HN0,Phenylbutazone,
1327314644,XM9LL4,Potassium perchlorate medicinal,
1501146445,XA6YL5,Superior ganglion,
738956311,XD3JX1,Videolaryngoscopes,
780166318,XM8ET8,Obidoxime,
1246329047,XS6P,Grade 1,
887457541,XE6UE,Discrete electrical component of medical device,"An electrical component which is just one circuit, either passive or active, that is not an integrated circuit."
1879124483,XM40Q3,Mepartricin,
1827946206,XN8BQ,Enterococcus gallinarum,
387667383,XM5863,Leucinocaine,
1316567017,XM9VX7,Vinbarbital,
1295416724,XH0964,Ameloblastic fibrodentinoma,
2114486919,XA4359,Atrioventricular node,
994327927,XE591,About family issues,
1809705057,XM8VX7,Epoetin beta,
240644581,XE01T,"Type of sport or exercise activity, triathlon - unspecified event",
1984857988,XM0HL8,Chlorinated soda solution,
1401924959,XA3SP9,Alveolar mucosa,
1211762077,XM3Q37,Methylamphetamine,
1501082539,XM1EM9,"Sewer gas, not elsewhere classified",
1465017681,XN6BB,Group F Streptococcus,
1199367811,XE5DV,"Perfume, cologne",
1293056170,XM62D0,Cetrimide,
1261828760,XA4R20,Inferior cervical lymph node,
1846950430,XM0T50,Calusterone,
44559653,XA4MT3,Uvea,
479857505,XA05L5,Princeps pollicis artery,
571592491,XM5QD1,Inositol nicotinate,
1565703689,XA1GU9,Anterior superior alveolar artery,
1537714794,XA0AK4,Meninges,
1931813909,XM1XL9,"Paint fumes, not elsewhere classified",
2132044526,XM2X66,Prilocaine,
1465253611,XN0EF,Hortaea werneckii,
570224635,XM7D95,Benzophenones,
1623827010,XH9FT0,Intestinal T-cell lymphoma,
894677403,XM4843,Z-drugs,
1354421254,XN4P8,Fusobacterium nucleatum,
1688044607,XA4M27,Ventral ramus,
240969828,XH54S8,"Fibrous mesothelioma, malignant",
1338229996,XE8DT,Failure to discharge,Problem associated with the failure of a battery or other charge storage device to appropriately discharge as intended. Does not apply to defibrillation.
987454771,,Discharge diagnosis types,
